title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
A self-improving coding agent,"M Robeyns, M Szummer, L Aitchison",2025,80,"Recent advancements in Large Language Models (LLMs) have spurred interest in deploying LLM agents to undertake tasks in the world. LLMs are often deployed in agent systems: code that orchestrates LLM calls and provides them with tools. We demonstrate that an agent system, equipped with basic coding tools, can autonomously edit itself, and thereby improve its performance on benchmark tasks. We find performance gains from 17% to 53% on a random subset of SWE Bench Verified, with additional performance gains on …",4jk4p-_o060J,"M Robeyns, M Szummer, L Aitchison - arXiv preprint arXiv:2504.15228, 2025 - arxiv.org",['https://arxiv.org/pdf/2504.15228'],https://arxiv.org/abs/2504.15228,unknown,unknown
